make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,make_encoded,model_encoded,manufactured_encoded,reg_date_encoded,type_of_vehicle_encoded,category_encoded
toyota,vellfire,2017.0,2018,mpv,parf car,0,2090.0,206.0,3456.0,1.0,29810.0,39000,3100.0,52482.0,89000.0,47178.0,58050.0,141800.0,3,91,1,0,2,0
toyota,dyna,2015.0,2015,truck,-,1,1800.0,19.0,2982.0,1.0,19070.0,52001,3003.21150962459,5400.0,120599.0,27856.0,1393.0,19800.0,3,135,10,10,5,7
volvo,xc60,2018.0,2019,suv,"parf car, premium ad car, low mileage car",0,1899.0,187.0,1969.0,1.0,29140.0,39406,1176.0,54392.0,31500.0,38330.0,45662.0,171800.0,16,258,0,8,0,6
suzuki,jimny,2021.0,2021,suv,"parf car, direct owner sale, low mileage car",0,1090.0,75.0,1460.0,2.0,21130.0,47821,662.0,39303.0,25960.0,21680.0,7352.0,153000.0,27,291,14,16,0,29
bmw,x1,2021.0,2021,suv,"parf car, consignment car, low mileage car",0,1435.0,100.0,1499.0,3.0,17750.0,88000,684.0,100817.0,7100.0,40515.0,48721.0,154000.0,8,88,14,16,0,55
mercedes-benz,amg,2016.0,2017,sports car,"parf car, low mileage car",0,1925.0,375.0,3982.0,1.0,53880.0,50621,3922.0,118165.0,43000.0,113025.0,175445.0,225000.0,1,29,8,1,4,19
bmw,Other,2017.0,2017,luxury sedan,"parf car, direct owner sale",0,1595.0,250.0,2998.0,2.0,36560.0,50110,2384.0,66981.0,117000.0,64240.0,87632.0,148888.0,8,17,1,1,1,21
audi,a3,2019.0,2019,hatchback,Other,0,1275.0,85.0,999.0,1.0,15690.0,31783,392.0,33383.0,43339.0,21552.0,22173.0,93800.0,9,80,7,8,6,23
alfa romeo,Other,2016.0,2016,hatchback,parf car,0,1320.0,177.0,1742.0,1.0,18900.0,56089,910.0,30543.0,158718.0,28300.0,31620.0,54800.0,60,17,8,12,6,0
mercedes-benz,a180,2017.0,2017,hatchback,"parf car, premium ad car",0,1395.0,90.0,1595.0,2.0,16790.0,51765,740.0,26588.0,111000.0,23295.0,19613.0,57888.0,1,154,1,1,6,1
mercedes-benz,coupe,2017.0,2018,suv,parf car,0,1785.0,155.0,1991.0,2.0,25730.0,42661,1202.0,54790.0,65700.0,48661.0,60126.0,124800.0,1,122,1,0,0,0
mercedes-benz,gla180,2018.0,2018,suv,parf car,0,1435.0,90.0,1595.0,1.0,17660.0,37000,740.0,35700.0,103000.0,28937.0,32512.0,85800.0,1,77,0,0,0,0
porsche,macan,2022.0,2024,suv,"parf car, almost new car, low mileage car",0,1920.0,195.0,1984.0,1.0,33750.0,100101,1194.0,172859.0,28.0,65794.0,100485.0,378988.0,25,64,5,18,0,91
mercedes-benz,c180,2021.0,2021,luxury sedan,parf car,0,1520.0,115.0,1497.0,1.0,20470.0,47001,684.0,63161.0,91500.0,35735.0,42029.0,158800.0,1,8,14,16,1,0
ssangyong,tivoli,2016.0,2017,suv,parf car,0,1453.0,84.0,1597.0,2.0,14450.0,49430,1182.0,26221.0,89000.0,20436.0,20611.0,50800.0,14,277,8,1,0,0
chevrolet,orlando,2016.0,2016,mpv,parf car,0,1650.0,103.0,1362.0,1.0,14650.0,49501,604.0,18590.0,120000.0,16195.0,16195.0,36800.0,29,94,8,12,2,0
audi,a5,2018.0,2018,luxury sedan,parf car,0,1535.0,140.0,1984.0,1.0,19130.0,32551,1194.0,43751.0,144000.0,39562.0,47387.0,99800.0,9,128,0,0,1,0
hyundai,Other,2016.0,2017,van,-,0,1800.0,12.0,2497.0,2.0,11940.0,38119,2694.0,9420.0,136009.0,30236.0,1512.0,29500.0,12,17,8,1,9,7
bmw,z4,2009.0,2009,sports car,coe car,0,1430.0,150.0,2497.0,3.0,13460.0,33018,2694.0,15831.0,108743.0,53172.0,53172.0,64555.0,8,241,15,6,4,9
volkswagen,sharan,2020.0,2022,mpv,"parf car, consignment car",0,1790.0,162.0,1984.0,1.0,19470.0,112001,1194.0,121717.0,31058.0,33963.0,39549.0,179800.0,11,127,9,5,2,41
honda,s2000,2007.0,2007,sports car,"coe car, direct owner sale",0,1250.0,178.0,2156.0,6.0,45160.0,54088,2094.0,16152.0,146874.0,35466.0,39013.0,135000.0,2,5,2,2,4,35
mercedes-benz,cla200,2019.0,2019,luxury sedan,"parf car, direct owner sale",0,1420.0,120.0,1332.0,2.0,21590.0,40001,586.0,51243.0,90000.0,35062.0,41087.0,130800.0,1,112,7,8,1,21
mazda,2,2008.0,2008,mpv,"coe car, premium ad car",0,1527.0,107.0,1999.0,5.0,11680.0,31553,1818.0,13728.0,166830.0,22106.0,22106.0,50800.0,10,18,3,3,2,3
mercedes-benz,amg,2015.0,2016,luxury sedan,parf car,0,1490.0,160.0,1991.0,2.0,20500.0,59889,1202.0,28641.0,99000.0,31105.0,35547.0,48888.0,1,29,10,12,1,0
toyota,altis,2014.0,2014,mid-sized sedan,coe car,0,1205.0,90.0,1598.0,2.0,12990.0,42275,816.0,41534.0,150000.0,18544.0,13544.0,63800.0,3,3,13,14,3,9
honda,shuttle,2018.0,2019,stationwagon,"parf car, premium ad car, hybrid cars",0,1190.0,101.0,1496.0,1.0,15110.0,32200,682.0,23380.0,142210.0,21564.0,12190.0,75800.0,2,28,0,8,7,11
bmw,x5,2014.0,2015,suv,"parf car, premium ad car",0,2030.0,225.0,2979.0,3.0,25700.0,75801,2362.0,56473.0,99000.0,70250.0,98450.0,73800.0,8,150,13,10,0,1
volkswagen,beetle,2015.0,2016,hatchback,parf car,0,1222.0,77.0,1197.0,4.0,16020.0,47020,508.0,20959.0,83000.0,19172.0,19172.0,41800.0,11,227,10,12,6,0
kia,cerato,2021.0,2021,mid-sized sedan,parf car,0,1287.0,93.0,1591.0,1.0,14990.0,46689,738.0,47865.0,49000.0,19851.0,19851.0,115800.0,18,37,14,16,3,0
bmw,m135i,2013.0,2013,sports car,"coe car, premium ad car",0,1445.0,235.0,2979.0,6.0,16940.0,102078,2598.0,81662.0,77898.0,39677.0,47548.0,137800.0,8,305,18,17,4,3
toyota,hiace,2020.0,2021,van,premium ad car,0,1800.0,0.0,2754.0,4.0,14060.0,40999,3000.0,27351.0,50583.0,33265.0,1664.0,93800.0,3,43,9,16,9,15
toyota,camry,2006.0,2006,luxury sedan,"coe car, premium ad car",0,1495.0,112.0,2362.0,2.0,12220.0,47450,2457.0,8736.0,217000.0,29681.0,32650.0,22500.0,3,121,4,4,1,3
toyota,vios,2007.0,2008,mid-sized sedan,"coe car, low mileage car",0,1095.0,80.0,1497.0,2.0,11530.0,42698,1026.0,15137.0,129388.0,12498.0,13748.0,40888.0,3,172,2,3,3,12
bmw,530e,2018.0,2018,luxury sedan,"parf car, premium ad car, low mileage car, hybrid cars",0,1770.0,185.0,1998.0,2.0,22000.0,30851,1210.0,67807.0,48893.0,58255.0,76859.0,138300.0,8,169,0,0,1,66
volkswagen,golf,2016.0,2017,hatchback,"parf car, premium ad car",0,1229.0,81.0,1197.0,3.0,13630.0,52000,508.0,19715.0,130911.0,18188.0,8188.0,42888.0,11,20,8,1,6,1
volvo,v40,2015.0,2016,hatchback,"parf car, premium ad car",0,1450.0,90.0,1498.0,1.0,14320.0,59200,684.0,18752.0,124000.0,22664.0,18730.0,29800.0,16,33,10,12,6,1
jeep,wrangler,2021.0,2021,suv,"parf car, premium ad car, low mileage car",0,2123.0,200.0,1995.0,1.0,26120.0,60001,1208.0,73959.0,29888.0,37481.0,44474.0,199000.0,43,200,14,16,0,6
jaguar,xe,2015.0,2016,luxury sedan,"parf car, premium ad car",0,1585.0,147.0,1999.0,2.0,14950.0,46970,1212.0,37762.0,124320.0,45346.0,55485.0,50800.0,19,100,10,12,1,1
volkswagen,golf,2016.0,2017,sports car,"parf car, premium ad car, sgcarmart warranty cars",0,1420.0,206.0,1984.0,1.0,27750.0,51109,1194.0,42639.0,98000.0,40089.0,48125.0,98800.0,11,20,8,1,4,8
skoda,kodiaq,2021.0,2021,suv,"parf car, premium ad car",0,1646.0,110.0,1498.0,1.0,19650.0,62600,684.0,68854.0,44800.0,28951.0,32532.0,155800.0,36,272,14,16,0,1
mercedes-benz,amg,2022.0,2022,luxury sedan,"parf car, low mileage car, hybrid cars",0,1650.0,165.0,1496.0,1.0,23270.0,95889,682.0,128800.0,13688.0,54509.0,70117.0,219999.0,1,29,5,5,1,31
renault,grand,2019.0,2020,mpv,parf car,0,1540.0,81.0,1461.0,2.0,14780.0,38504,1048.0,37907.0,65000.0,26585.0,19219.0,99800.0,31,114,7,9,2,0
bmw,218i,2021.0,2021,hatchback,"parf car, premium ad car",0,1400.0,100.0,1499.0,2.0,16720.0,85000,684.0,91427.0,51742.0,34901.0,40862.0,140000.0,8,120,14,16,6,1
mazda,3,2017.0,2017,mid-sized sedan,"parf car, premium ad car",0,1310.0,88.0,1496.0,1.0,13150.0,49430,682.0,19536.0,130000.0,16096.0,11096.0,39800.0,10,15,1,1,3,1
bmw,Other,2014.0,2017,sports car,"parf car, rare & exotic, premium ad car, low mileage car, hybrid cars",0,1485.0,266.0,1499.0,2.0,84000.0,53001,778.0,111291.0,27000.0,120762.0,159372.0,328000.0,8,17,13,1,4,71
mercedes-benz,e250,2010.0,2010,luxury sedan,"coe car, premium ad car",0,1650.0,150.0,1796.0,6.0,13450.0,32914,1364.0,20262.0,198000.0,56996.0,56996.0,82800.0,1,107,6,19,1,3
mercedes-benz,glc200,2021.0,2021,suv,"parf car, low mileage car",0,1730.0,145.0,1991.0,2.0,24030.0,52309,1202.0,77564.0,30100.0,45367.0,55514.0,192800.0,1,53,14,16,0,19
honda,freed,2018.0,2018,mpv,"parf car, hybrid cars",0,1430.0,101.0,1496.0,1.0,15880.0,33420,682.0,26811.0,149489.0,26406.0,18969.0,73800.0,2,85,0,0,2,20
bmw,216d,2018.0,2018,hatchback,"parf car, sgcarmart warranty cars",0,1395.0,85.0,1496.0,1.0,16160.0,38001,1082.0,31945.0,78000.0,31486.0,26081.0,76800.0,8,116,0,0,6,14
mini,cooper,2019.0,2019,sports car,"parf car, premium ad car, low mileage car",0,1675.0,225.0,1998.0,1.0,31780.0,37912,1210.0,57269.0,10000.0,42470.0,51458.0,190800.0,20,42,7,8,4,6
hyundai,elantra,2013.0,2013,mid-sized sedan,coe car,0,1267.0,95.0,1591.0,3.0,11330.0,47894,812.0,38735.0,140000.0,11608.0,6608.0,45800.0,12,21,18,17,3,9
bmw,m5,2012.0,2013,sports car,"coe car, direct owner sale, low mileage car",0,1945.0,412.0,4395.0,3.0,19850.0,108373,5482.0,94448.0,112386.0,100992.0,100992.0,172999.0,8,199,12,17,4,27
mercedes-benz,c180,2019.0,2019,luxury sedan,"parf car, premium ad car",0,1490.0,115.0,1595.0,2.0,20980.0,39700,740.0,53866.0,61000.0,36204.0,42686.0,136800.0,1,8,7,8,1,1
mitsubishi,colt,2008.0,2009,hatchback,coe car,0,1130.0,77.0,1499.0,4.0,8870.0,26175,1026.0,12356.0,79288.0,18993.0,18993.0,41888.0,6,179,3,6,6,9
mercedes-benz,Other,2016.0,2016,luxury sedan,"parf car, premium ad car",0,1700.0,143.0,1950.0,2.0,27430.0,56410,1734.0,41199.0,100000.0,49615.0,46461.0,88000.0,1,17,8,12,1,1
mazda,3,2017.0,2017,mid-sized sedan,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",0,1310.0,88.0,1496.0,2.0,13450.0,42801,682.0,21451.0,50000.0,15108.0,10108.0,51800.0,10,15,1,1,3,30
bmw,116d,2018.0,2018,hatchback,"parf car, premium ad car",0,1350.0,85.0,1496.0,2.0,15120.0,32699,1082.0,35539.0,72937.0,28248.0,31548.0,78000.0,8,158,0,0,6,1
toyota,altis,2008.0,2008,mid-sized sedan,"coe car, premium ad car",0,1195.0,80.0,1598.0,5.0,10170.0,27571,1113.0,12418.0,175000.0,16084.0,16084.0,45800.0,3,3,3,3,3,3
bmw,x3,2021.0,2022,suv,parf car,0,1755.0,185.0,1998.0,1.0,25320.0,80989,1210.0,110376.0,37337.0,53283.0,67910.0,219800.0,8,76,14,5,0,0
audi,a5,2011.0,2011,luxury sedan,"coe car, premium ad car",0,1615.0,155.0,1984.0,6.0,13040.0,49716,1552.0,34624.0,102262.0,47841.0,47841.0,90800.0,9,128,11,7,1,3
mitsubishi,lancer,2015.0,2016,mid-sized sedan,"parf car, sgcarmart warranty cars",0,1289.0,86.0,1590.0,3.0,12900.0,56001,738.0,15257.0,156732.0,11923.0,11923.0,26000.0,6,71,10,12,3,14
audi,a5,2010.0,2011,sports car,"coe car, premium ad car",0,1550.0,155.0,1984.0,6.0,14170.0,40714,1672.0,26670.0,238000.0,49235.0,49235.0,92800.0,9,128,6,7,4,3
honda,vezel,2016.0,2017,suv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",0,1280.0,112.0,1496.0,2.0,18440.0,52807,682.0,17120.0,189366.0,25603.0,5000.0,51800.0,2,55,8,1,0,75
mercedes-benz,e250,2010.0,2010,sports car,"coe car, premium ad car",0,1695.0,150.0,1796.0,4.0,13970.0,32914,1364.0,20452.0,52071.0,59717.0,59717.0,86777.0,1,107,6,19,4,3
kia,k2500,2020.0,2020,truck,premium ad car,1,1780.0,19.0,2497.0,1.0,9850.0,23888,2694.0,14752.0,44948.0,17705.0,886.0,60800.0,18,303,9,9,5,15
bmw,116i,2020.0,2021,hatchback,parf car,0,1340.0,80.0,1499.0,3.0,15260.0,43501,684.0,55032.0,36578.0,30691.0,34968.0,118555.0,8,191,9,16,6,0
bmw,118i,2012.0,2012,hatchback,"coe car, premium ad car, low mileage car",0,1315.0,125.0,1598.0,3.0,12140.0,59179,965.0,45219.0,100000.0,31133.0,31133.0,92800.0,8,145,12,13,6,2
honda,e,2021.0,2021,hatchback,"parf car, premium ad car, low mileage car, hybrid cars, sgcarmart warranty cars",0,1180.0,152.0,1496.0,2.0,15220.0,68310,684.0,54447.0,19000.0,20443.0,5621.0,114800.0,2,22,14,16,6,99
toyota,previa,2019.0,2019,mpv,"parf car, premium ad car",0,1775.0,125.0,2362.0,1.0,22810.0,47000,1638.0,52242.0,110500.0,34487.0,40282.0,138333.0,3,97,7,8,2,1
mercedes-benz,amg,2018.0,2019,suv,parf car,0,1760.0,155.0,1991.0,2.0,26590.0,36901,1202.0,68470.0,56000.0,52322.0,66180.0,168800.0,1,29,0,8,0,0
audi,a5,2017.0,2017,luxury sedan,"parf car, premium ad car",0,1535.0,140.0,1984.0,2.0,22740.0,49802,1194.0,42968.0,140000.0,39470.0,42258.0,91888.0,9,128,1,1,1,1
honda,jazz,2015.0,2015,hatchback,parf car,0,1046.0,96.0,1498.0,3.0,14780.0,57089,684.0,12575.0,120000.0,14526.0,9526.0,23800.0,2,82,10,10,6,0
maserati,quattroporte,2017.0,2017,sports car,"parf car, premium ad car, low mileage car",0,1950.0,390.0,3799.0,3.0,40460.0,53711,3636.0,191288.0,51762.0,164158.0,267485.0,265000.0,46,273,1,1,4,6
mercedes-benz,glb200,2020.0,2021,suv,parf car,0,1555.0,120.0,1332.0,2.0,23950.0,41101,586.0,59666.0,45911.0,36865.0,43611.0,178888.0,1,221,9,16,0,0
kia,sorento,2017.0,2017,suv,parf car,0,2039.0,147.0,2199.0,1.0,17750.0,51000,2126.0,36856.0,119741.0,28604.0,32046.0,71800.0,18,243,1,1,0,0
kia,niro,2020.0,2020,suv,"parf car, low mileage car, hybrid cars",0,1425.0,96.0,1580.0,1.0,16670.0,32699,732.0,39342.0,37000.0,31069.0,25497.0,115800.0,18,234,9,9,0,31
toyota,sienta,2021.0,2022,mpv,parf car,0,1320.0,80.0,1496.0,1.0,14760.0,57898,682.0,46610.0,29987.0,19617.0,5000.0,111800.0,3,132,14,5,2,0
byd,t3,2021.0,2021,van,"premium ad car, electric cars",0,1640.0,12.0,1840.0,1.0,7530.0,36134,1026.0,24373.0,170796.0,20000.0,1000.0,50800.0,38,152,14,16,9,50
bmw,218i,2015.0,2015,hatchback,"parf car, premium ad car, low mileage car",0,1360.0,100.0,1499.0,2.0,15880.0,60001,684.0,20919.0,79481.0,26376.0,23927.0,32500.0,8,120,10,10,6,6
bentley,flying,2014.0,2015,luxury sedan,"parf car, rare & exotic, premium ad car",0,2417.0,373.0,3993.0,3.0,162200.0,70890,3940.0,153500.0,103450.0,180759.0,297367.0,258888.0,13,205,13,10,1,85
audi,q5,2017.0,2018,suv,"parf car, premium ad car",0,1795.0,185.0,1984.0,1.0,22830.0,42322,1194.0,51103.0,116000.0,44886.0,54841.0,110800.0,9,61,1,0,0,1
mercedes-benz,cla180,2015.0,2016,luxury sedan,"parf car, premium ad car",0,1430.0,90.0,1595.0,2.0,17830.0,57301,740.0,23017.0,88000.0,28046.0,26265.0,39800.0,1,75,10,12,1,1
nissan,gtr,2008.0,2008,sports car,coe car,0,1740.0,353.0,3799.0,6.0,51050.0,44998,5454.0,16113.0,110764.0,76502.0,76502.0,182800.0,17,209,3,3,4,9
volkswagen,Other,2016.0,2017,van,-,0,1780.0,12.0,1968.0,1.0,10720.0,51209,1463.496982240363,12178.0,65848.0,30972.0,1549.0,25500.0,11,17,8,1,9,7
bmw,520i,2021.0,2022,luxury sedan,"parf car, premium ad car, hybrid cars",0,1610.0,137.0,1998.0,1.0,24350.0,83911,1210.0,107974.0,30000.0,49877.0,61828.0,213999.0,8,123,14,5,1,11
nissan,x-trail,2018.0,2018,suv,"parf car, premium ad car",0,1626.0,106.0,1997.0,2.0,18770.0,31101,1210.0,32196.0,137289.0,24412.0,26177.0,96800.0,17,188,0,0,0,1
mercedes-benz,a180,2020.0,2021,hatchback,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",0,1365.0,96.0,1332.0,1.0,17820.0,48002,586.0,57103.0,21000.0,28284.0,31598.0,139800.0,1,154,9,16,6,30
audi,s5,2010.0,2010,sports car,"coe car, low mileage car",0,1755.0,245.0,2995.0,6.0,21020.0,40014,3332.0,25806.0,80000.0,64519.0,64519.0,135555.0,9,195,6,19,4,12
volkswagen,touran,2019.0,2019,mpv,"parf car, premium ad car",0,1288.0,110.0,1395.0,2.0,17940.0,39401,624.0,38755.0,89000.0,26039.0,28455.0,99988.0,11,184,7,8,2,1
toyota,c-hr,2019.0,2021,suv,"parf car, hybrid cars, sgcarmart warranty cars",0,1440.0,90.0,1797.0,3.0,15630.0,49489,974.0,45860.0,40000.0,29062.0,17687.0,111800.0,3,146,7,16,0,36
toyota,corolla,2008.0,2008,mid-sized sedan,coe car,0,1130.0,81.0,1496.0,3.0,10610.0,38655,1023.0,14138.0,23171.0,13603.0,10820.0,38800.0,3,99,3,3,3,9
toyota,vios,2018.0,2018,mid-sized sedan,"opc car, parf car, premium ad car",0,1085.0,79.0,1496.0,2.0,11400.0,11000,182.0,14291.0,92040.0,13781.0,13781.0,55000.0,3,172,0,0,3,73
kia,cerato,2018.0,2019,mid-sized sedan,"parf car, low mileage car",0,1287.0,93.0,1591.0,2.0,13920.0,17932,738.0,16071.0,53000.0,11203.0,11203.0,69500.0,18,37,0,8,3,19
mercedes-benz,Other,1993.0,1993,sports car,"coe car, direct owner sale, low mileage car",0,1562.0,245.0,2960.0,6.0,12040.0,66387,2340.0,48508.0,181000.0,110272.0,165408.0,88000.0,1,17,42,32,4,27
honda,civic,2017.0,2017,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1249.0,92.0,1597.0,2.0,14890.0,45201,742.0,26802.0,111000.0,20225.0,20315.0,55000.0,2,16,1,1,3,8
audi,a4,2016.0,2016,luxury sedan,"parf car, direct owner sale",0,1450.0,110.0,1395.0,3.0,16910.0,56000,624.0,28824.0,38442.0,32212.0,27097.0,51500.0,9,133,8,12,1,21
mercedes-benz,a200,2019.0,2020,luxury sedan,parf car,0,1375.0,120.0,1332.0,1.0,18560.0,39889,586.0,47435.0,98339.0,27191.0,30068.0,130800.0,1,78,7,9,1,0
honda,civic,2008.0,2008,mid-sized sedan,coe car,0,1220.0,92.0,1595.0,6.0,13230.0,38655,1110.0,14827.0,109892.0,19243.0,21168.0,50800.0,2,16,3,3,3,9
toyota,camry,2010.0,2010,luxury sedan,coe car,0,1530.0,108.0,1998.0,3.0,11150.0,33568,1694.0,20408.0,218000.0,26443.0,26443.0,67800.0,3,121,6,19,1,9
nissan,nv350,2014.0,2015,bus/mini bus,premium ad car,1,1800.0,4.0,2488.0,2.0,14600.0,50002,1786.0,5754.0,64026.0,23914.0,1196.0,16800.0,17,48,13,10,8,15
nissan,Other,2005.0,2005,mid-sized sedan,"coe car, premium ad car",1,1085.0,81.0,1597.0,2.0,13640.0,62721,1113.0,4966.0,18608.0,11620.0,12782.0,10800.0,17,17,24,23,3,3
toyota,dyna,2022.0,2024,truck,"almost new car, premium ad car",1,1700.0,19.0,2755.0,1.0,12040.0,56275,2658.5219655257542,55042.0,166944.0,31608.0,1581.0,117800.0,3,135,5,18,5,51
bmw,216i,2017.0,2018,mpv,parf car,0,1480.0,75.0,1499.0,1.0,17470.0,36810,684.0,36517.0,86180.0,30860.0,35204.0,82300.0,8,30,1,0,2,0
mercedes-benz,amg,2017.0,2017,luxury sedan,"parf car, consignment car",0,1465.0,135.0,1991.0,1.0,21920.0,57501,1202.0,52525.0,81529.0,45192.0,50269.0,100800.0,1,29,1,1,1,41
mercedes-benz,c180,2018.0,2019,luxury sedan,"parf car, premium ad car",0,1490.0,115.0,1595.0,2.0,20330.0,31001,740.0,43948.0,65000.0,36172.0,42641.0,113800.0,1,8,0,8,1,1
audi,a5,2020.0,2021,luxury sedan,"parf car, hybrid cars",0,1565.0,110.0,1984.0,1.0,20880.0,46002,1194.0,64105.0,48000.0,37431.0,44404.0,162000.0,9,128,9,16,1,20
mercedes-benz,Other,2008.0,2009,suv,coe car,0,2060.0,200.0,3498.0,6.0,14640.0,31933,4746.0,15004.0,160000.0,62382.0,62382.0,68800.0,1,17,3,6,0,9
porsche,panamera,2012.0,2012,sports car,"coe car, premium ad car, low mileage car, sgcarmart warranty cars",0,1760.0,300.0,3605.0,5.0,19980.0,83464,3998.0,65079.0,45500.0,103381.0,103381.0,155800.0,25,144,12,13,4,58
honda,civic,2020.0,2020,mid-sized sedan,"parf car, premium ad car",0,1237.0,92.0,1597.0,2.0,14590.0,31210,742.0,33178.0,60000.0,20512.0,20717.0,92800.0,2,16,9,9,3,1
subaru,impreza,2017.0,2017,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1449.0,84.0,1600.0,2.0,13630.0,45201,744.0,22338.0,45385.0,13390.0,13390.0,47800.0,7,9,1,1,3,6
honda,civic,2017.0,2017,mid-sized sedan,"parf car, premium ad car",0,1249.0,92.0,1597.0,2.0,14880.0,51106,742.0,26971.0,153000.0,20403.0,20565.0,52888.0,2,16,1,1,3,1
mazda,2,2016.0,2016,mpv,"parf car, premium ad car",0,1664.0,111.0,1998.0,2.0,17310.0,47000,1210.0,19818.0,144278.0,20314.0,20440.0,41800.0,10,18,8,12,2,1
audi,a5,2019.0,2019,luxury sedan,"parf car, premium ad car, low mileage car",0,1535.0,140.0,1984.0,1.0,20820.0,36000,1194.0,54350.0,33483.0,38530.0,45942.0,138000.0,9,128,7,8,1,6
toyota,corolla,2015.0,2015,mid-sized sedan,"parf car, direct owner sale",0,1205.0,90.0,1598.0,1.0,16780.0,57301,742.0,17948.0,115118.0,19589.0,19589.0,30800.0,3,99,10,10,3,21
hyundai,Other,2010.0,2011,luxury sedan,coe car,0,1497.0,131.0,2359.0,2.0,11710.0,26966,2124.0,11008.0,212460.0,19335.0,19335.0,23900.0,12,17,6,7,1,9
toyota,hiace,2022.0,2022,van,premium ad car,0,1680.0,0.0,1998.0,1.0,11000.0,50129,1815.0,42328.0,1315.0,23696.0,1185.0,92888.0,3,43,5,5,9,15
audi,rs,2006.0,2007,stationwagon,"coe car, premium ad car",1,1710.0,309.0,4163.0,3.0,44160.0,52491,6309.0,15215.0,172000.0,107899.0,118689.0,128000.0,9,290,4,2,7,3
toyota,sienta,2016.0,2017,mpv,"parf car, sgcarmart warranty cars",0,1320.0,80.0,1496.0,1.0,16070.0,51765,682.0,20228.0,96000.0,20713.0,10999.0,47800.0,3,132,8,1,2,14
alfa romeo,Other,2016.0,2016,hatchback,parf car,0,1310.0,125.0,1368.0,3.0,15760.0,38610,608.0,16744.0,108500.0,26099.0,18539.0,36000.0,60,17,8,12,6,0
hyundai,elantra,2016.0,2016,mid-sized sedan,"parf car, sgcarmart warranty cars",0,1345.0,93.0,1591.0,2.0,14090.0,42977,738.0,14925.0,59036.0,13007.0,13007.0,31988.0,12,21,8,12,3,14
nissan,pulsar,2016.0,2017,hatchback,"parf car, premium ad car",0,1265.0,85.0,1197.0,2.0,12650.0,50789,508.0,17785.0,114780.0,17541.0,7541.0,36800.0,17,233,8,1,6,1
toyota,alphard,2022.0,2022,mpv,"parf car, direct owner sale, hybrid cars",0,2210.0,145.0,2494.0,1.0,27750.0,110003,1792.0,153314.0,22800.0,60764.0,81376.0,273500.0,3,62,5,5,2,24
hyundai,accent,2015.0,2015,hatchback,"opc car, parf car, premium ad car",0,1080.0,73.0,1368.0,2.0,12370.0,38399,108.0,11667.0,90000.0,11630.0,11630.0,22800.0,12,63,10,10,6,73
kia,cerato,2016.0,2016,mid-sized sedan,parf car,0,1295.0,95.0,1591.0,2.0,13090.0,50951,738.0,22144.0,132000.0,17364.0,17364.0,38800.0,18,37,8,12,3,0
honda,stream,2009.0,2009,mpv,"coe car, low mileage car",0,1385.0,103.0,1799.0,3.0,12700.0,31335,1467.0,14517.0,150000.0,27560.0,27560.0,58888.0,2,23,15,6,2,12
volkswagen,golf,2020.0,2020,sports car,"parf car, low mileage car",0,1408.0,169.0,1984.0,2.0,21510.0,35889,1194.0,52788.0,23000.0,35499.0,41699.0,149800.0,11,20,9,9,4,19
honda,vezel,2016.0,2016,suv,"parf car, direct owner sale, hybrid cars",0,1280.0,112.0,1496.0,2.0,14980.0,53001,682.0,15561.0,99200.0,24860.0,5000.0,38000.0,2,55,8,12,0,24
audi,q2,2018.0,2018,suv,"parf car, premium ad car",0,1315.0,85.0,999.0,2.0,15470.0,31997,392.0,34061.0,149000.0,27231.0,30124.0,77800.0,9,32,0,0,0,1
mazda,3,2018.0,2018,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1310.0,88.0,1496.0,2.0,12970.0,23568,682.0,20504.0,65000.0,14329.0,14329.0,64800.0,10,15,0,0,3,8
bmw,m4,2020.0,2020,suv,parf car,0,1845.0,285.0,2998.0,2.0,29180.0,38802,2384.0,99455.0,57000.0,71445.0,100601.0,230800.0,8,203,9,9,0,0
honda,fit,2007.0,2008,hatchback,"coe car, low mileage car",0,1100.0,88.0,1496.0,4.0,14760.0,37165,1023.0,14550.0,140000.0,17262.0,13551.0,57800.0,2,56,2,3,6,12
jaguar,xe,2017.0,2018,luxury sedan,parf car,0,1679.0,147.0,1998.0,2.0,16020.0,38801,1210.0,42480.0,113000.0,36345.0,42883.0,81730.0,19,100,1,0,1,0
volkswagen,caddy,2014.0,2015,van,premium ad car,0,1440.0,92.0,1598.0,1.0,13610.0,50900,1113.0,5229.0,89414.0,26055.0,1303.0,13988.0,11,267,13,10,9,15
bmw,318i,2017.0,2018,luxury sedan,"parf car, premium ad car",0,1425.0,100.0,1499.0,3.0,20380.0,47390,684.0,41895.0,70000.0,34502.0,40303.0,90888.0,8,12,1,0,1,1
volvo,xc90,2019.0,2019,suv,"parf car, sgcarmart warranty cars",0,2099.0,235.0,1969.0,3.0,29940.0,40001,1176.0,88172.0,84500.0,65550.0,89990.0,199800.0,16,137,7,8,0,14
