make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,price
land rover,land rover-discovery,2016.0,31-may-2017,suv,parf car,0,1841.0,177.0,1999.0,1.0,22140.0,53300,49794.0,93800.0
bmw,bmw-530e,2018.0,28-sep-2018,luxury sedan,"parf car, hybrid cars",0,1770.0,185.0,1998.0,3.0,19900.0,32000,67531.0,123800.0
volvo,volvo-xc60,2016.0,31-oct-2016,suv,parf car,0,1722.0,180.0,1969.0,1.0,18090.0,54200,37996.0,62800.0
maserati,maserati-granturismo,2012.0,14-mar-2012,sports car,"coe car, premium ad car, low mileage car",0,1880.0,323.0,4691.0,5.0,19940.0,80583,62148.0,153800.0
seat,seat-leon,2018.0,31-jul-2019,sports car,"parf car, premium ad car",0,1421.0,213.0,1984.0,2.0,24890.0,39406,44547.0,143800.0
morris,morris-minor,1973.0,15-may-1975,others,"imported used vehicle, coe car, rare & exotic, low mileage car, vintage cars",1,830.0,27.0,1098.0,6.0,6510.0,3219,1973.0,40000.0
honda,honda-shuttle,2019.0,23-sep-2021,stationwagon,"parf car, premium ad car",0,1130.0,95.0,1496.0,2.0,13740.0,47000,37716.0,100000.0
mercedes-benz,mercedes-benz-c180,2011.0,24-mar-2011,luxury sedan,"coe car, premium ad car",0,1500.0,115.0,1597.0,6.0,12280.0,38137,24481.0,78800.0
kia,kia-cerato,2018.0,01-nov-2018,mid-sized sedan,"parf car, premium ad car",0,1287.0,93.0,1591.0,1.0,14400.0,23741,19809.0,67800.0
bmw,bmw-420i,2014.0,28-may-2015,luxury sedan,parf car,0,1505.0,135.0,1997.0,1.0,18960.0,75002,27079.0,37000.0
volkswagen,volkswagen-golf,2009.0,23-sep-2009,sports car,"coe car, premium ad car",0,1339.0,155.0,1984.0,3.0,15320.0,37941,20010.0,80800.0
honda,honda-vezel,2016.0,20-jun-2016,suv,"parf car, premium ad car",0,1190.0,96.0,1496.0,3.0,12770.0,53694,15720.0,29500.0
bmw,bmw-i8,2014.0,08-may-2015,sports car,"parf car, low mileage car, hybrid cars",0,1485.0,266.0,2016.0,6.0,100390.0,78004,96848.0,179800.0
toyota,toyota-wish,2009.0,12-feb-2009,mpv,"coe car, consignment car",0,1310.0,97.0,1794.0,4.0,11430.0,31335,14260.0,52000.0
kia,kia-cerato,2018.0,22-feb-2019,mid-sized sedan,"parf car, premium ad car",0,1287.0,93.0,1591.0,3.0,17460.0,25000,24217.0,90800.0
toyota,toyota-vios,2018.0,08-oct-2018,mid-sized sedan,"parf car, low mileage car",0,1100.0,79.0,1496.0,1.0,14650.0,28457,22868.0,70800.0
volkswagen,volkswagen-transporter,2015.0,31-aug-2017,van,premium ad car,0,1780.0,12.0,1968.0,2.0,12960.0,36879,11043.0,38800.0
mitsubishi,mitsubishi-attrage,2016.0,26-apr-2016,mid-sized sedan,parf car,0,940.0,57.0,1193.0,1.0,12940.0,46009,10326.0,23800.0
volkswagen,volkswagen-golf,2010.0,02-aug-2010,hatchback,coe car,0,1286.0,118.0,1390.0,4.0,12530.0,32190,19737.0,76800.0
porsche,porsche-911,2007.0,03-jan-2008,sports car,"coe car, low mileage car",0,1650.0,261.0,3824.0,3.0,44790.0,51850,18382.0,158800.0
volkswagen,volkswagen-tiguan,2016.0,30-dec-2016,suv,parf car,0,1551.0,118.0,1390.0,2.0,14410.0,46229,29996.0,51800.0
porsche,porsche-macan,2023.0,01-dec-2023,suv,"parf car, rare & exotic, almost new car, premium ad car, low mileage car",0,2035.0,324.0,2894.0,1.0,42050.0,110001,245770.0,458000.0
honda,honda-vezel,2017.0,20-nov-2017,suv,"parf car, direct owner sale, hybrid cars",0,1280.0,112.0,1496.0,1.0,14710.0,48109,18724.0,49800.0
toyota,toyota-sienta,2019.0,24-sep-2020,mpv,"parf car, premium ad car, hybrid cars",0,1380.0,73.0,1496.0,1.0,15750.0,38504,37609.0,107800.0
volkswagen,volkswagen-tiguan,2015.0,12-nov-2015,suv,"parf car, premium ad car",0,1551.0,118.0,1390.0,2.0,16560.0,57501,24025.0,37800.0
opel,opel-mokka,2016.0,10-apr-2017,suv,parf car,0,1501.0,100.0,1598.0,2.0,9900.0,53001,24801.0,36111.0
toyota,toyota-corolla,2017.0,03-oct-2017,mid-sized sedan,parf car,0,1230.0,96.0,1598.0,1.0,15370.0,42902,23225.0,55800.0
bmw,bmw-523i,2010.0,17-dec-2010,luxury sedan,coe car,0,1650.0,150.0,2497.0,4.0,12650.0,40014,25236.0,79800.0
volkswagen,volkswagen-beetle,2018.0,30-nov-2018,hatchback,"parf car, premium ad car, low mileage car",0,1340.0,77.0,1197.0,2.0,16260.0,25000,24790.0,80000.0
kia,kia-stonic,2019.0,13-jan-2020,suv,parf car,0,1185.0,88.0,998.0,2.0,13810.0,32000,23583.0,80888.0
bmw,bmw-x1,2021.0,24-aug-2021,suv,"parf car, direct owner sale, low mileage car",0,1435.0,100.0,1499.0,2.0,19190.0,61001,78678.0,160000.0
toyota,toyota-harrier,2015.0,05-oct-2015,suv,"parf car, premium ad car",0,1610.0,111.0,1986.0,2.0,18240.0,58109,21084.0,35000.0
mercedes-benz,mercedes-benz-amg,2017.0,31-jul-2017,luxury sedan,"parf car, low mileage car",0,1465.0,135.0,1991.0,3.0,20750.0,52000,45655.0,85800.0
audi,audi-q2,2017.0,18-jan-2018,suv,"parf car, premium ad car",0,1315.0,85.0,999.0,3.0,15230.0,36890,31582.0,67800.0
hyundai,hyundai-starex,2014.0,11-feb-2015,van,premium ad car,0,1800.0,12.0,2497.0,1.0,20990.0,52101,3426.0,13800.0
subaru,subaru-impreza,2008.0,07-nov-2009,sports car,coe car,1,1505.0,221.0,2457.0,6.0,19290.0,37502,20179.0,103800.0
toyota,toyota-camry,2006.0,30-jan-2007,luxury sedan,"coe car, low mileage car",0,1530.0,108.0,1998.0,4.0,12510.0,48479,9497.0,24500.0
toyota,toyota-vellfire,2010.0,16-mar-2011,mpv,"coe car, low mileage car",0,1990.0,206.0,3456.0,6.0,14810.0,32914,20181.0,90800.0
honda,honda-e,2020.0,12-feb-2022,hatchback,"parf car, premium ad car, electric cars",0,1595.0,113.0,2130.0,1.0,14430.0,86102,74971.0,115888.0
audi,audi-q3,2020.0,25-jul-2020,suv,"parf car, premium ad car, low mileage car",0,1545.0,110.0,1395.0,2.0,20140.0,35889,44765.0,136800.0
mitsubishi,mitsubishi-lancer,2016.0,02-mar-2017,mid-sized sedan,parf car,0,1284.0,86.0,1590.0,4.0,19920.0,48000,20206.0,57500.0
suzuki,suzuki-swift,2008.0,19-dec-2008,hatchback,"coe car, direct owner sale",1,1090.0,92.0,1586.0,5.0,11660.0,27571,12010.0,50800.0
nissan,nissan-qashqai,2015.0,22-oct-2015,suv,"parf car, direct owner sale",0,1285.0,85.0,1197.0,2.0,11540.0,55399,13904.0,20300.0
bmw,bmw-318i,2010.0,30-nov-2010,luxury sedan,coe car,0,1390.0,100.0,1995.0,4.0,12970.0,40014,25861.0,83800.0
toyota,toyota-sienta,2019.0,29-jan-2019,mpv,parf car,0,1350.0,79.0,1496.0,1.0,15470.0,26170,24960.0,77800.0
jeep,jeep-wrangler,2021.0,29-jun-2021,suv,"parf car, premium ad car",0,2123.0,200.0,1995.0,1.0,24320.0,60001,76697.0,189800.0
skoda,skoda-octavia,2021.0,09-nov-2021,mid-sized sedan,"parf car, hybrid cars, sgcarmart warranty cars",0,1461.0,110.0,1498.0,2.0,17160.0,82801,69927.0,132800.0
honda,honda-vezel,2018.0,10-sep-2020,suv,"parf car, hybrid cars",0,1280.0,112.0,1496.0,1.0,14360.0,38802,38087.0,96777.0
toyota,toyota-corolla,2018.0,04-oct-2018,mid-sized sedan,"parf car, premium ad car",0,1230.0,96.0,1598.0,2.0,14450.0,30209,26349.0,69800.0
suzuki,suzuki-vitara,2016.0,17-oct-2016,suv,parf car,0,1160.0,88.0,1586.0,1.0,12690.0,52503,19479.0,33888.0
mercedes-benz,mercedes-benz-e200,2017.0,15-may-2019,luxury sedan,"parf car, premium ad car, low mileage car",0,1605.0,135.0,1991.0,1.0,26800.0,34509,59368.0,156800.0
audi,audi-rs,2021.0,30-nov-2022,sports car,"parf car, rare & exotic, low mileage car",0,1760.0,331.0,2894.0,2.0,38690.0,113881,187150.0,388000.0
honda,honda-civic,2007.0,27-jan-2008,sports car,"coe car, low mileage car",1,1270.0,165.0,1998.0,4.0,26160.0,51850,18382.0,92800.0
mercedes-benz,mercedes-benz-amg,2021.0,29-nov-2021,suv,"parf car, premium ad car",0,1680.0,225.0,1991.0,1.0,25740.0,80210,100063.0,218800.0
honda,honda-civic,2017.0,08-jun-2017,mid-sized sedan,"parf car, direct owner sale",0,1249.0,92.0,1597.0,4.0,15880.0,46489,25337.0,55000.0
honda,honda-shuttle,2017.0,29-dec-2017,stationwagon,parf car,0,1120.0,97.0,1496.0,2.0,14360.0,42801,24192.0,57800.0
mitsubishi,mitsubishi-lancer,2006.0,05-apr-2006,mid-sized sedan,"coe car, premium ad car, low mileage car",1,1162.0,79.0,1584.0,4.0,10260.0,46077,8306.0,18500.0
mercedes-benz,mercedes-benz-amg,2019.0,02-jan-2020,luxury sedan,"parf car, premium ad car",0,1420.0,120.0,1332.0,3.0,20420.0,37900,53207.0,134800.0
subaru,subaru-forester,2018.0,17-sep-2018,suv,"parf car, premium ad car",0,1591.0,110.0,1995.0,3.0,16300.0,32001,22921.0,74888.0
honda,honda-hr-v,2016.0,06-may-2016,suv,parf car,0,1221.0,88.0,1497.0,4.0,16350.0,45504,19639.0,38800.0
mercedes-benz,mercedes-benz-e200,2019.0,19-jun-2019,luxury sedan,"parf car, premium ad car, low mileage car",0,1640.0,145.0,1991.0,2.0,23670.0,48010,74254.0,152800.0
mercedes-benz,mercedes-benz-a35,2019.0,06-may-2021,sports car,"parf car, premium ad car",0,1555.0,225.0,1991.0,2.0,27160.0,60001,84432.0,215888.0
toyota,toyota-auris,2013.0,16-apr-2014,hatchback,"coe car, direct owner sale",0,1355.0,97.0,1598.0,3.0,11990.0,78482,77213.0,118000.0
maserati,maserati-ghibli,2016.0,23-jun-2016,luxury sedan,"parf car, direct owner sale, low mileage car",0,1850.0,243.0,2979.0,2.0,27630.0,49000,76077.0,111000.0
mercedes-benz,mercedes-benz-c200,2018.0,18-jun-2019,luxury sedan,"parf car, hybrid cars",0,1530.0,145.0,1497.0,1.0,22010.0,39728,56492.0,134800.0
kia,kia-sorento,2017.0,20-sep-2017,suv,"parf car, direct owner sale",0,2039.0,147.0,2199.0,3.0,16560.0,49802,40288.0,69800.0
audi,audi-a3,2016.0,13-sep-2016,luxury sedan,"parf car, sgcarmart warranty cars",0,1310.0,92.0,1395.0,5.0,14460.0,51506,21396.0,39800.0
bmw,bmw-x1,2023.0,21-sep-2023,suv,"parf car, almost new car, low mileage car",0,1500.0,90.0,1499.0,1.0,19420.0,105000,116059.0,198388.0
toyota,toyota-altis,2015.0,29-jan-2015,mid-sized sedan,"parf car, premium ad car",0,1205.0,90.0,1598.0,1.0,20110.0,65889,11392.0,19800.0
mercedes-benz,mercedes-benz-amg,2018.0,20-nov-2020,luxury sedan,"parf car, hybrid cars",0,1505.0,145.0,1497.0,2.0,20340.0,39889,75821.0,162803.0
toyota,toyota-hiace,2020.0,06-jan-2021,van,-,1,1700.0,0.0,2982.0,1.0,12770.0,32889,21581.0,83800.0
honda,honda-civic,2008.0,02-mar-2009,mid-sized sedan,"coe car, premium ad car",1,1282.0,114.0,1998.0,5.0,18900.0,31553,14350.0,86000.0
jeep,jeep-wrangler,2020.0,09-sep-2020,suv,parf car,0,2206.0,200.0,1995.0,1.0,35030.0,35889,60425.0,243800.0
kia,kia-cerato,2017.0,25-sep-2017,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1295.0,95.0,1591.0,2.0,11870.0,36001,19461.0,44800.0
bmw,bmw-520i,1988.0,30-dec-1988,luxury sedan,"coe car, consignment car, low mileage car, vintage cars",1,1581.0,134.0,1990.0,6.0,23700.0,44998,17087.0,90000.0
mercedes-benz,mercedes-benz-c180,2011.0,22-sep-2011,luxury sedan,coe car,0,1500.0,115.0,1597.0,4.0,12640.0,41397,27481.0,83900.0
volkswagen,volkswagen-golf,2015.0,23-apr-2015,hatchback,parf car,0,1249.0,90.0,1395.0,3.0,16760.0,67749,7103.0,13888.0
toyota,toyota-sienta,2016.0,01-jun-2017,mpv,"parf car, premium ad car",0,1320.0,80.0,1496.0,3.0,15100.0,51106,21114.0,47800.0
mitsubishi,mitsubishi-lancer,2007.0,02-jan-2008,mid-sized sedan,"coe car, low mileage car",0,1313.0,80.0,1499.0,3.0,12660.0,41994,14531.0,43800.0
mercedes-benz,mercedes-benz-slk200,1996.0,23-dec-1996,sports car,"coe car, direct owner sale, low mileage car",0,1414.0,132.0,1998.0,6.0,17610.0,47450,8892.0,33000.0
bentley,bentley-continental,2012.0,12-apr-2013,sports car,"coe car, premium ad car, low mileage car",0,2295.0,373.0,3993.0,4.0,30210.0,109948,97086.0,266800.0
bmw,bmw-335i,2010.0,25-feb-2011,sports car,"coe car, premium ad car, sgcarmart warranty cars",0,1825.0,225.0,2979.0,5.0,16630.0,32914,19748.0,99800.0
land rover,land rover-discovery,2017.0,31-jul-2017,suv,"parf car, premium ad car",0,1945.0,110.0,1999.0,4.0,14960.0,50526,46187.0,70500.0
mercedes-benz,mercedes-benz-c180,2012.0,06-mar-2012,luxury sedan,"coe car, premium ad car, low mileage car",0,1500.0,115.0,1597.0,6.0,11910.0,56670,43706.0,91888.0
mg,mg-hs,2020.0,30-jul-2020,suv,"parf car, premium ad car",0,1563.0,119.0,1490.0,1.0,16900.0,35001,37224.0,114000.0
bmw,bmw-118i,2012.0,11-may-2012,hatchback,"coe car, direct owner sale",0,1315.0,125.0,1598.0,2.0,11520.0,63220,49831.0,90800.0
honda,honda-grace,2019.0,11-may-2021,mid-sized sedan,"parf car, low mileage car",0,1110.0,97.0,1496.0,2.0,14350.0,35990,39383.0,108800.0
mercedes-benz,mercedes-benz-a200,2013.0,24-jun-2013,hatchback,coe car,0,1395.0,115.0,1595.0,4.0,12840.0,56670,43240.0,98000.0
honda,honda-e,2018.0,11-apr-2018,mpv,"parf car, premium ad car, sgcarmart warranty cars",0,1858.0,129.0,2356.0,2.0,20410.0,42322,38669.0,93900.0
toyota,toyota-prius,2020.0,08-dec-2020,mpv,"parf car, premium ad car, hybrid cars",0,1500.0,100.0,1798.0,1.0,17390.0,39500,40651.0,122988.0
subaru,subaru-impreza,2008.0,26-feb-2009,sports car,coe car,1,1505.0,221.0,2457.0,6.0,22290.0,31933,15013.0,104800.0
toyota,toyota-wish,2016.0,27-jun-2016,mpv,parf car,0,1360.0,105.0,1798.0,1.0,15490.0,49156,20186.0,38999.0
bmw,bmw-216i,2020.0,28-dec-2020,mpv,parf car,0,1490.0,80.0,1499.0,1.0,17170.0,35990,54275.0,132800.0
toyota,toyota-vellfire,2018.0,01-mar-2019,mpv,parf car,0,2045.0,134.0,2494.0,2.0,27470.0,34509,57339.0,154800.0
honda,honda-jazz,2016.0,15-apr-2016,hatchback,parf car,0,1046.0,96.0,1498.0,3.0,14820.0,39673,13451.0,32800.0
volkswagen,volkswagen-scirocco,2011.0,11-apr-2011,sports car,"coe car, low mileage car",0,1364.0,188.0,1984.0,3.0,14780.0,47316,32279.0,100800.0
bmw,bmw-mild,2021.0,28-dec-2021,suv,"parf car, premium ad car, low mileage car, hybrid cars",0,2095.0,247.0,2998.0,1.0,36240.0,80989,159208.0,333800.0
mercedes-benz,mercedes-benz-300ce,1989.0,19-jan-1990,sports car,"coe car, low mileage car",0,1562.0,245.0,2962.0,6.0,18350.0,31335,14517.0,85000.0
volkswagen,volkswagen-polo,2021.0,21-jan-2022,hatchback,"parf car, premium ad car, low mileage car",0,1190.0,85.0,999.0,1.0,13010.0,57898,56498.0,105800.0
honda,honda-stream,2007.0,18-jun-2007,mpv,"coe car, premium ad car",0,1350.0,103.0,1799.0,3.0,12090.0,52491,15532.0,35800.0
mercedes-benz,mercedes-benz-c180,2017.0,18-apr-2017,luxury sedan,parf car,0,1425.0,115.0,1595.0,3.0,20650.0,48209,39335.0,80000.0
opel,opel-combo,2023.0,27-feb-2024,van,"almost new car, premium ad car, low mileage car, electric cars",0,1760.0,12.0,1543.0,2.0,9150.0,45610,44273.0,88800.0
jeep,jeep-patriot,2010.0,30-jul-2010,suv,"coe car, direct owner sale",0,1570.0,125.0,2359.0,2.0,11530.0,33568,20030.0,68800.0
mercedes-benz,mercedes-benz-cls350,2008.0,14-nov-2008,luxury sedan,coe car,0,1730.0,200.0,3498.0,6.0,17620.0,32121,14186.0,77800.0
mercedes-benz,mercedes-benz-c180,2007.0,27-nov-2007,luxury sedan,coe car,0,1485.0,115.0,1796.0,5.0,13280.0,50168,17305.0,45800.0
honda,honda-vezel,2016.0,29-jun-2016,suv,"parf car, premium ad car",0,1190.0,96.0,1496.0,3.0,14000.0,55200,16776.0,32800.0
honda,honda-civic,2009.0,13-jun-2011,mid-sized sedan,"coe car, premium ad car",0,1219.0,103.0,1799.0,3.0,12190.0,47316,32538.0,83888.0
mercedes-benz,mercedes-benz-e250,2016.0,29-may-2017,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1615.0,155.0,1991.0,1.0,22310.0,54405,61603.0,103800.0
mazda,mazda-2,2015.0,11-jun-2015,mpv,"parf car, premium ad car",0,1535.0,111.0,1998.0,4.0,12950.0,78001,12877.0,17800.0
nissan,nissan-sylphy,2018.0,07-dec-2018,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1205.0,85.0,1598.0,2.0,14490.0,25000,22547.0,73000.0
bmw,bmw-z4,2010.0,23-sep-2010,sports car,"coe car, low mileage car",0,1525.0,225.0,2979.0,6.0,14940.0,34935,21918.0,93800.0
toyota,toyota-harrier,2016.0,16-aug-2017,suv,"parf car, premium ad car",0,1610.0,111.0,1986.0,2.0,18220.0,50101,36796.0,73800.0
fiat,fiat-doblo,2016.0,29-jun-2016,van,premium ad car,0,1500.0,12.0,1598.0,1.0,9220.0,48002,9771.0,18800.0
mercedes-benz,mercedes-benz-c180,2016.0,08-jun-2017,sports car,"parf car, premium ad car",0,1615.0,115.0,1595.0,1.0,25030.0,54405,50563.0,98800.0
lamborghini,lamborghini-gallardo,2009.0,18-jun-2009,sports car,"coe car, premium ad car, low mileage car",0,1550.0,412.0,5204.0,6.0,38750.0,43007,20620.0,185800.0
bmw,bmw-520i,2014.0,26-jun-2015,luxury sedan,"parf car, premium ad car",0,1615.0,135.0,1997.0,3.0,15770.0,71509,34381.0,40800.0
honda,honda-fit,2019.0,25-jul-2020,hatchback,"parf car, hybrid cars",0,1080.0,101.0,1496.0,1.0,13840.0,33301,26530.0,88888.0
mercedes-benz,mercedes-benz-e250,2011.0,28-aug-2012,sports car,"coe car, sgcarmart warranty cars",0,1695.0,150.0,1796.0,4.0,14320.0,47316,32538.0,98500.0
mazda,mazda-2,2019.0,29-mar-2019,suv,parf car,0,1576.0,121.0,1998.0,2.0,16760.0,41000,39944.0,91800.0
mercedes-benz,mercedes-benz-amg,2019.0,17-feb-2020,luxury sedan,parf car,0,1410.0,100.0,1332.0,2.0,19560.0,37705,52669.0,131888.0
toyota,toyota-fortuner,2010.0,05-jan-2011,suv,"coe car, sgcarmart warranty cars",0,1705.0,118.0,2694.0,6.0,14940.0,40714,26659.0,97800.0
toyota,toyota-alphard,2022.0,03-feb-2023,mpv,"parf car, premium ad car, hybrid cars",0,2210.0,145.0,2493.0,1.0,31290.0,107001,142565.0,303800.0
audi,audi-a4,2020.0,25-feb-2021,luxury sedan,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",0,1515.0,110.0,1984.0,2.0,18540.0,49489,60654.0,142800.0
lexus,lexus-nx,2020.0,17-feb-2020,suv,"parf car, low mileage car, hybrid cars",0,1800.0,147.0,2494.0,1.0,25300.0,30890,62213.0,169800.0
toyota,toyota-wish,2016.0,08-dec-2016,mpv,parf car,0,1360.0,105.0,1798.0,2.0,16870.0,53001,25114.0,51800.0
audi,audi-a4,2019.0,13-nov-2019,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1480.0,140.0,1984.0,1.0,16840.0,40009,51070.0,110800.0
subaru,subaru-xv,2018.0,22-nov-2018,suv,"parf car, premium ad car",0,1489.0,115.0,1995.0,2.0,13640.0,32302,25790.0,67800.0
hyundai,hyundai-avante,2009.0,13-jan-2010,mid-sized sedan,"coe car, direct owner sale",0,1264.0,89.0,1591.0,4.0,10270.0,31976,17057.0,54800.0
porsche,porsche-panamera,2010.0,18-jan-2011,sports car,"coe car, premium ad car",0,1760.0,300.0,3605.0,5.0,19460.0,40714,26325.0,125800.0
lexus,lexus-nx,2018.0,29-aug-2018,suv,"parf car, premium ad car",0,1755.0,175.0,1998.0,3.0,23620.0,33420,54357.0,124800.0
ford,ford-mondeo,2016.0,30-sep-2016,luxury sedan,parf car,0,1695.0,177.0,1999.0,1.0,11950.0,55501,30470.0,42200.0
mini,mini-cooper,2017.0,05-dec-2017,sports car,"parf car, premium ad car, low mileage car",0,1360.0,141.0,1998.0,2.0,22490.0,57390,41682.0,94800.0
mazda,mazda-2,2017.0,27-oct-2017,mpv,"parf car, premium ad car",0,1532.0,111.0,1998.0,1.0,14590.0,49012,27271.0,56500.0
toyota,toyota-raize,2020.0,15-jan-2021,suv,parf car,0,970.0,72.0,996.0,1.0,13730.0,40609,30163.0,91800.0
hyundai,hyundai-avante,2021.0,13-oct-2021,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1280.0,90.0,1598.0,1.0,14500.0,47001,38196.0,108800.0
citroen,citroen-c4,2015.0,27-may-2016,mpv,"parf car, premium ad car",0,1359.0,88.0,1560.0,1.0,14280.0,47889,16515.0,33500.0
volkswagen,volkswagen-golf,2014.0,15-oct-2015,hatchback,parf car,0,1249.0,90.0,1395.0,3.0,11990.0,56001,14084.0,20800.0
lotus,lotus-elise,2008.0,04-feb-2008,sports car,coe car,1,860.0,100.0,1794.0,6.0,24750.0,50578,17986.0,88000.0
nissan,nissan-serena,2019.0,30-nov-2019,mpv,"parf car, hybrid cars",0,1758.0,100.0,1198.0,1.0,18810.0,41361,40019.0,111800.0
mercedes-benz,mercedes-benz-amg,2018.0,20-dec-2018,suv,"parf car, premium ad car",0,1785.0,155.0,1991.0,1.0,26360.0,32302,59410.0,145888.0
nissan,nissan-nv200,2018.0,14-sep-2018,van,premium ad car,1,1260.0,12.0,1461.0,2.0,10560.0,30389,12663.0,43988.0
mercedes-benz,mercedes-benz-a180,2019.0,05-jul-2019,hatchback,"parf car, premium ad car",0,1365.0,100.0,1332.0,2.0,16370.0,34000,36310.0,93988.0
mercedes-benz,mercedes-benz-amg,2023.0,17-jan-2024,suv,"parf car, rare & exotic, almost new car, premium ad car, low mileage car",0,2595.0,430.0,3982.0,1.0,85360.0,130100,407725.0,878988.0
bmw,bmw-730li,2018.0,29-jun-2018,luxury sedan,"parf car, premium ad car",0,1720.0,190.0,1998.0,3.0,23930.0,37330,94204.0,155777.0
volkswagen,volkswagen-scirocco,2009.0,05-oct-2009,sports car,"coe car, premium ad car, sgcarmart warranty cars",0,1318.0,147.0,1984.0,5.0,13720.0,37502,19902.0,72800.0
tesla,tesla-model,2023.0,15-dec-2023,luxury sedan,"parf car, direct owner sale, almost new car, low mileage car, electric cars",0,1824.0,366.0,2136.0,1.0,19240.0,150001,148040.0,199999.0
mercedes-benz,mercedes-benz-e250,2010.0,02-nov-2010,luxury sedan,coe car,0,1650.0,150.0,1796.0,3.0,12860.0,32914,19938.0,77900.0
hyundai,hyundai-elantra,2016.0,16-sep-2016,mid-sized sedan,parf car,0,1345.0,93.0,1591.0,1.0,12540.0,51506,21170.0,34800.0
bmw,bmw-x1,2018.0,27-jun-2018,suv,"parf car, premium ad car",0,1430.0,103.0,1499.0,2.0,16870.0,33900,40781.0,87708.0
mercedes-benz,mercedes-benz-a200,2019.0,15-jan-2020,luxury sedan,"parf car, consignment car",0,1385.0,120.0,1332.0,2.0,20300.0,36000,47418.0,128800.0
honda,honda-fit,2018.0,18-may-2018,hatchback,"parf car, sgcarmart warranty cars",0,1030.0,73.0,1317.0,1.0,13830.0,37000,17766.0,56800.0
toyota,toyota-dyna,2011.0,14-sep-2011,truck,"coe car, premium ad car",1,1720.0,19.0,2982.0,3.0,11460.0,19586,8478.0,24800.0
mitsubishi,mitsubishi-lancer,2007.0,11-oct-2007,mid-sized sedan,"coe car, premium ad car",1,1269.0,79.0,1584.0,6.0,20320.0,42564,13784.0,65800.0
bentley,bentley-continental,2008.0,14-mar-2008,sports car,"coe car, premium ad car, low mileage car",0,2540.0,412.0,5998.0,6.0,22340.0,44998,15891.0,78888.0
honda,honda-city,2016.0,23-jan-2017,mid-sized sedan,"parf car, premium ad car",0,1096.0,88.0,1497.0,1.0,12800.0,49751,19555.0,37000.0
porsche,porsche-cayenne,2012.0,26-dec-2012,suv,"coe car, premium ad car, hybrid cars",0,2315.0,245.0,2995.0,4.0,20250.0,109363,93333.0,172800.0
audi,audi-a3,2019.0,28-mar-2019,hatchback,"parf car, direct owner sale, low mileage car",0,1275.0,85.0,999.0,2.0,17090.0,26659,29530.0,93800.0
toyota,toyota-hiace,2016.0,26-may-2016,bus/mini bus,premium ad car,0,2240.0,0.0,2982.0,3.0,23420.0,36458,7082.0,45500.0
bmw,bmw-x1,2018.0,18-oct-2018,suv,"parf car, premium ad car, low mileage car",0,1430.0,103.0,1499.0,1.0,18290.0,31301,41447.0,96800.0
honda,honda-civic,2019.0,20-jun-2019,mid-sized sedan,parf car,0,1237.0,92.0,1597.0,1.0,16470.0,36704,31856.0,89800.0
honda,honda-e,2017.0,06-feb-2018,mpv,"parf car, premium ad car",0,1776.0,129.0,2356.0,1.0,18960.0,54334,38070.0,80000.0
porsche,porsche-718,2017.0,07-nov-2017,sports car,"parf car, premium ad car, low mileage car",0,1385.0,257.0,2497.0,3.0,46970.0,49000,108355.0,230000.0
bmw,bmw-316i,1990.0,15-aug-1990,luxury sedan,"coe car, premium ad car",0,1405.0,100.0,1596.0,6.0,10350.0,33207,19251.0,60000.0
mazda,mazda-3,2009.0,28-oct-2009,mid-sized sedan,coe car,0,1275.0,77.0,1598.0,3.0,9080.0,30574,15764.0,46800.0
